p cnf 120 280840
-28 -103 -108 0
-28 -103 -109 0
-28 -103 -110 0
-28 -103 -111 0
-28 -103 -112 0
-28 -103 -113 0
-28 -103 -114 0
-28 -103 -115 0
-28 -103 -116 0
-28 -103 -117 0
-28 -103 -118 0
-28 -103 -119 0
-28 -103 -120 0
-28 -104 -105 0
-28 -104 -106 0
-28 -104 -107 0
-28 -104 -108 0
-28 -104 -109 0
-28 -104 -110 0
-28 -104 -111 0
-28 -104 -112 0
-28 -104 -113 0
-28 -104 -114 0
-28 -104 -115 0
-28 -104 -116 0
-28 -104 -117 0
-28 -104 -118 0
-28 -104 -119 0
-28 -104 -120 0
-28 -105 -106 0
-28 -105 -107 0
-28 -105 -108 0
-28 -105 -109 0
-28 -105 -110 0
-28 -105 -111 0
-28 -105 -112 0
-28 -105 -113 0
-28 -105 -114 0
-28 -105 -115 0
-28 -105 -116 0
-28 -105 -117 0
-28 -105 -118 0
-28 -105 -119 0
-28 -105 -120 0
-28 -106 -107 0
-28 -106 -108 0
-28 -106 -109 0
-28 -106 -110 0
-28 -106 -111 0
-28 -106 -112 0
-28 -106 -113 0
-28 -106 -114 0
-28 -106 -115 0
-28 -106 -116 0
-28 -106 -117 0
-28 -106 -118 0
-28 -106 -119 0
-28 -106 -120 0
-28 -107 -108 0
-28 -107 -109 0
-28 -107 -110 0
-28 -107 -111 0
-28 -107 -112 0
-28 -107 -113 0
-28 -107 -114 0
-28 -107 -115 0
-28 -107 -116 0
-28 -107 -117 0
-28 -107 -118 0
-28 -107 -119 0
-28 -107 -120 0
-28 -108 -109 0
-28 -108 -110 0
-28 -108 -111 0
-28 -108 -112 0
-28 -108 -113 0
-28 -108 -114 0
-28 -108 -115 0
-28 -108 -116 0
-28 -108 -117 0
-28 -108 -118 0
-28 -108 -119 0
-28 -108 -120 0
-28 -109 -110 0
-28 -109 -111 0
-28 -109 -112 0
-28 -109 -113 0
-28 -109 -114 0
-28 -109 -115 0
-28 -109 -116 0
-28 -109 -117 0
-28 -109 -118 0
-28 -109 -119 0
-28 -109 -120 0
-28 -110 -111 0
-28 -110 -112 0
-28 -110 -113 0
-28 -110 -114 0
-28 -110 -115 0
-28 -110 -116 0
-28 -110 -117 0
-28 -110 -118 0
-28 -110 -119 0
-28 -110 -120 0
-28 -111 -112 0
-28 -111 -113 0
-28 -111 -114 0
-28 -111 -115 0
-28 -111 -116 0
-28 -111 -117 0
-28 -111 -118 0
-28 -111 -119 0
-28 -111 -120 0
-28 -112 -113 0
-28 -112 -114 0
-28 -112 -115 0
-28 -112 -116 0
-28 -112 -117 0
-28 -112 -118 0
-28 -112 -119 0
-28 -112 -120 0
-28 -113 -114 0
-28 -113 -115 0
-28 -113 -116 0
-28 -113 -117 0
-28 -113 -118 0
-28 -113 -119 0
-28 -113 -120 0
-28 -114 -115 0
-28 -114 -116 0
-28 -114 -117 0
-28 -114 -118 0
-28 -114 -119 0
-28 -114 -120 0
-28 -115 -116 0
-28 -115 -117 0
-28 -115 -118 0
-28 -115 -119 0
-28 -115 -120 0
-28 -116 -117 0
-28 -116 -118 0
-28 -116 -119 0
-28 -116 -120 0
-28 -117 -118 0
-28 -117 -119 0
-28 -117 -120 0
-28 -118 -119 0
-28 -118 -120 0
-28 -119 -120 0
-29 -30 -31 0
-29 -30 -32 0
-29 -30 -33 0
-29 -30 -34 0
-29 -30 -35 0
-29 -30 -36 0
-29 -30 -37 0
-29 -30 -38 0
-29 -30 -39 0
-29 -30 -40 0
-29 -30 -41 0
-29 -30 -42 0
-29 -30 -43 0
-29 -30 -44 0
-29 -30 -45 0
-29 -30 -46 0
-29 -30 -47 0
-29 -30 -48 0
-29 -30 -49 0
-29 -30 -50 0
-29 -30 -51 0
-29 -30 -52 0
-29 -30 -53 0
-29 -30 -54 0
-29 -30 -55 0
-29 -30 -56 0
-29 -30 -57 0
-29 -30 -58 0
-29 -30 -59 0
-29 -30 -60 0
-29 -30 -61 0
-29 -30 -62 0
-29 -30 -63 0
-29 -30 -64 0
-29 -30 -65 0
-29 -30 -66 0
-29 -30 -67 0
-29 -30 -68 0
-29 -30 -69 0
-29 -30 -70 0
-29 -30 -71 0
-29 -30 -72 0
-29 -30 -73 0
-29 -30 -74 0
-29 -30 -75 0
-29 -30 -76 0
-29 -30 -77 0
-29 -30 -78 0
-29 -30 -79 0
-29 -30 -80 0
-29 -30 -81 0
-29 -30 -82 0
-29 -30 -83 0
-29 -30 -84 0
-29 -30 -85 0
-29 -30 -86 0
-29 -30 -87 0
-29 -30 -88 0
-29 -30 -89 0
-29 -30 -90 0
-29 -30 -91 0
-29 -30 -92 0
-29 -30 -93 0
-29 -30 -94 0
-29 -30 -95 0
-29 -30 -96 0
-29 -30 -97 0
-29 -30 -98 0
-29 -30 -99 0
-29 -30 -100 0
-29 -30 -101 0
-29 -30 -102 0
-29 -30 -103 0
-29 -30 -104 0
-29 -30 -105 0
-29 -30 -106 0
-29 -30 -107 0
-29 -30 -108 0
-29 -30 -109 0
-29 -30 -110 0
-29 -30 -111 0
-29 -30 -112 0
-29 -30 -113 0
-29 -30 -114 0
-29 -30 -115 0
-29 -30 -116 0
-29 -30 -117 0
-29 -30 -118 0
-29 -30 -119 0
-29 -30 -120 0
-29 -31 -32 0
-29 -31 -33 0
-29 -31 -34 0
-29 -31 -35 0
-29 -31 -36 0
-29 -31 -37 0
-29 -31 -38 0
-29 -31 -39 0
-29 -31 -40 0
-29 -31 -41 0
-29 -31 -42 0
-29 -31 -43 0
-29 -31 -44 0
-29 -31 -45 0
-29 -31 -46 0
-29 -31 -47 0
-29 -31 -48 0
-29 -31 -49 0
-29 -31 -50 0
-29 -31 -51 0
-29 -31 -52 0
-29 -31 -53 0
-29 -31 -54 0
-29 -31 -55 0
-29 -31 -56 0
-29 -31 -57 0
-29 -31 -58 0
-29 -31 -59 0
-29 -31 -60 0
-29 -31 -61 0
-29 -31 -62 0
-29 -31 -63 0
-29 -31 -64 0
-29 -31 -65 0
-29 -31 -66 0
-29 -31 -67 0
-29 -31 -68 0
-29 -31 -69 0
-29 -31 -70 0
-29 -31 -71 0
-29 -31 -72 0
-29 -31 -73 0
-29 -31 -74 0
-29 -31 -75 0
-29 -31 -76 0
-29 -31 -77 0
-29 -31 -78 0
-29 -31 -79 0
-29 -31 -80 0
-29 -31 -81 0
-29 -31 -82 0
-29 -31 -83 0
-29 -31 -84 0
-29 -31 -85 0
-29 -31 -86 0
-29 -31 -87 0
-29 -31 -88 0
-29 -31 -89 0
-29 -31 -90 0
-29 -31 -91 0
-29 -31 -92 0
-29 -31 -93 0
-29 -31 -94 0
-29 -31 -95 0
-29 -31 -96 0
-29 -31 -97 0
-29 -31 -98 0
-29 -31 -99 0
-29 -31 -100 0
-29 -31 -101 0
-29 -31 -102 0
-29 -31 -103 0
-29 -31 -104 0
-29 -31 -105 0
-29 -31 -106 0
-29 -31 -107 0
-29 -31 -108 0
-29 -31 -109 0
-29 -31 -110 0
-29 -31 -111 0
-29 -31 -112 0
-29 -31 -113 0
-29 -31 -114 0
-29 -31 -115 0
-29 -31 -116 0
-29 -31 -117 0
-29 -31 -118 0
-29 -31 -119 0
-29 -31 -120 0
-29 -32 -33 0
-29 -32 -34 0
-29 -32 -35 0
-29 -32 -36 0
-29 -32 -37 0
-29 -32 -38 0
-29 -32 -39 0
-29 -32 -40 0
-29 -32 -41 0
-29 -32 -42 0
-29 -32 -43 0
-29 -32 -44 0
-29 -32 -45 0
-29 -32 -46 0
-29 -32 -47 0
-29 -32 -48 0
-29 -32 -49 0
-29 -32 -50 0
-29 -32 -51 0
-29 -32 -52 0
-29 -32 -53 0
-29 -32 -54 0
-29 -32 -55 0
-29 -32 -56 0
-29 -32 -57 0
-29 -32 -58 0
-29 -32 -59 0
-29 -32 -60 0
-29 -32 -61 0
-29 -32 -62 0
-29 -32 -63 0
-29 -32 -64 0
-29 -32 -65 0
-29 -32 -66 0
-29 -32 -67 0
-29 -32 -68 0
-29 -32 -69 0
-29 -32 -70 0
-29 -32 -71 0
-29 -32 -72 0
-29 -32 -73 0
-29 -32 -74 0
-29 -32 -75 0
-29 -32 -76 0
-29 -32 -77 0
-29 -32 -78 0
-29 -32 -79 0
-29 -32 -80 0
-29 -32 -81 0
-29 -32 -82 0
-29 -32 -83 0
-29 -32 -84 0
-29 -32 -85 0
-29 -32 -86 0
-29 -32 -87 0
-29 -32 -88 0
-29 -32 -89 0
-29 -32 -90 0
-29 -32 -91 0
-29 -32 -92 0
-29 -32 -93 0
-29 -32 -94 0
-29 -32 -95 0
-29 -32 -96 0
-29 -32 -97 0
-29 -32 -98 0
-29 -32 -99 0
-29 -32 -100 0
-29 -32 -101 0
-29 -32 -102 0
-29 -32 -103 0
-29 -32 -104 0
-29 -32 -105 0
-29 -32 -106 0
-29 -32 -107 0
-29 -32 -108 0
-29 -32 -109 0
-29 -32 -110 0
-29 -32 -111 0
-29 -32 -112 0
-29 -32 -113 0
-29 -32 -114 0
-29 -32 -115 0
-29 -32 -116 0
-29 -32 -117 0
-29 -32 -118 0
-29 -32 -119 0
-29 -32 -120 0
-29 -33 -34 0
-29 -33 -35 0
-29 -33 -36 0
-29 -33 -37 0
-29 -33 -38 0
-29 -33 -39 0
-29 -33 -40 0
-29 -33 -41 0
-29 -33 -42 0
-29 -33 -43 0
-29 -33 -44 0
-29 -33 -45 0
-29 -33 -46 0
-29 -33 -47 0
-29 -33 -48 0
-29 -33 -49 0
-29 -33 -50 0
-29 -33 -51 0
-29 -33 -52 0
-29 -33 -53 0
-29 -33 -54 0
-29 -33 -55 0
-29 -33 -56 0
-29 -33 -57 0
-29 -33 -58 0
-29 -33 -59 0
-29 -33 -60 0
-29 -33 -61 0
-29 -33 -62 0
-29 -33 -63 0
-29 -33 -64 0
-29 -33 -65 0
-29 -33 -66 0
-29 -33 -67 0
-29 -33 -68 0
-29 -33 -69 0
-29 -33 -70 0
-29 -33 -71 0
-29 -33 -72 0
-29 -33 -73 0
-29 -33 -74 0
-29 -33 -75 0
-29 -33 -76 0
-29 -33 -77 0
-29 -33 -78 0
-29 -33 -79 0
-29 -33 -80 0
-29 -33 -81 0
-29 -33 -82 0
-29 -33 -83 0
-29 -33 -84 0
-29 -33 -85 0
-29 -33 -86 0
-29 -33 -87 0
-29 -33 -88 0
-29 -33 -89 0
-29 -33 -90 0
-29 -33 -91 0
-29 -33 -92 0
-29 -33 -93 0
-29 -33 -94 0
-29 -33 -95 0
-29 -33 -96 0
-29 -33 -97 0
-29 -33 -98 0
-29 -33 -99 0
-29 -33 -100 0
-29 -33 -101 0
-29 -33 -102 0
-29 -33 -103 0
-29 -33 -104 0
-29 -33 -105 0
-29 -33 -106 0
-29 -33 -107 0
-29 -33 -108 0
-29 -33 -109 0
-29 -33 -110 0
-29 -33 -111 0
-29 -33 -112 0
-29 -33 -113 0
-29 -33 -114 0
-29 -33 -115 0
-29 -33 -116 0
-29 -33 -117 0
-29 -33 -118 0
-29 -33 -119 0
-29 -33 -120 0
-29 -34 -35 0
-29 -34 -36 0
-29 -34 -37 0
-29 -34 -38 0
-29 -34 -39 0
-29 -34 -40 0
-29 -34 -41 0
-29 -34 -42 0
-29 -34 -43 0
-29 -34 -44 0
-29 -34 -45 0
-29 -34 -46 0
-29 -34 -47 0
-29 -34 -48 0
-29 -34 -49 0
-29 -34 -50 0
-29 -34 -51 0
-29 -34 -52 0
-29 -34 -53 0
-29 -34 -54 0
-29 -34 -55 0
-29 -34 -56 0
-29 -34 -57 0
-29 -34 -58 0
-29 -34 -59 0
-29 -34 -60 0
-29 -34 -61 0
-29 -34 -62 0
-29 -34 -63 0
-29 -34 -64 0
-29 -34 -65 0
-29 -34 -66 0
-29 -34 -67 0
-29 -34 -68 0
-29 -34 -69 0
-29 -34 -70 0
-29 -34 -71 0
-29 -34 -72 0
-29 -34 -73 0
-29 -34 -74 0
-29 -34 -75 0
-29 -34 -76 0
-29 -34 -77 0
-29 -34 -78 0
-29 -34 -79 0
-29 -34 -80 0
-29 -34 -81 0
-29 -34 -82 0
-29 -34 -83 0
-29 -34 -84 0
-29 -34 -85 0
-29 -34 -86 0
-29 -34 -87 0
-29 -34 -88 0
-29 -34 -89 0
-29 -34 -90 0
-29 -34 -91 0
-29 -34 -92 0
-29 -34 -93 0
-29 -34 -94 0
-29 -34 -95 0
-29 -34 -96 0
-29 -34 -97 0
-29 -34 -98 0
-29 -34 -99 0
-29 -34 -100 0
-29 -34 -101 0
-29 -34 -102 0
-29 -34 -103 0
-29 -34 -104 0
-29 -34 -105 0
-29 -34 -106 0
-29 -34 -107 0
-29 -34 -108 0
-29 -34 -109 0
-29 -34 -110 0
-29 -34 -111 0
-29 -34 -112 0
-29 -34 -113 0
-29 -34 -114 0
-29 -34 -115 0
-29 -34 -116 0
-29 -34 -117 0
-29 -34 -118 0
-29 -34 -119 0
-29 -34 -120 0
-29 -35 -36 0
-29 -35 -37 0
-29 -35 -38 0
-29 -35 -39 0
-29 -35 -40 0
-29 -35 -41 0
-29 -35 -42 0
-29 -35 -43 0
-29 -35 -44 0
-29 -35 -45 0
-29 -35 -46 0
-29 -35 -47 0
-29 -35 -48 0
-29 -35 -49 0
-29 -35 -50 0
-29 -35 -51 0
-29 -35 -52 0
-29 -35 -53 0
-29 -35 -54 0
-29 -35 -55 0
-29 -35 -56 0
-29 -35 -57 0
-29 -35 -58 0
-29 -35 -59 0
-29 -35 -60 0
-29 -35 -61 0
-29 -35 -62 0
-29 -35 -63 0
-29 -35 -64 0
-29 -35 -65 0
-29 -35 -66 0
-29 -35 -67 0
-29 -35 -68 0
-29 -35 -69 0
-29 -35 -70 0
-29 -35 -71 0
-29 -35 -72 0
-29 -35 -73 0
-29 -35 -74 0
-29 -35 -75 0
-29 -35 -76 0
-29 -35 -77 0
-29 -35 -78 0
-29 -35 -79 0
-29 -35 -80 0
-29 -35 -81 0
-29 -35 -82 0
-29 -35 -83 0
-29 -35 -84 0
-29 -35 -85 0
-29 -35 -86 0
-29 -35 -87 0
-29 -35 -88 0
-29 -35 -89 0
-29 -35 -90 0
-29 -35 -91 0
-29 -35 -92 0
-29 -35 -93 0
-29 -35 -94 0
-29 -35 -95 0
-29 -35 -96 0
-29 -35 -97 0
-29 -35 -98 0
-29 -35 -99 0
-29 -35 -100 0
-29 -35 -101 0
-29 -35 -102 0
-29 -35 -103 0
-29 -35 -104 0
-29 -35 -105 0
-29 -35 -106 0
-29 -35 -107 0
-29 -35 -108 0
-29 -35 -109 0
-29 -35 -110 0
-29 -35 -111 0
-29 -35 -112 0
-29 -35 -113 0
-29 -35 -114 0
-29 -35 -115 0
-29 -35 -116 0
-29 -35 -117 0
-29 -35 -118 0
-29 -35 -119 0
-29 -35 -120 0
-29 -36 -37 0
-29 -36 -38 0
-29 -36 -39 0
-29 -36 -40 0
-29 -36 -41 0
-29 -36 -42 0
-29 -36 -43 0
-29 -36 -44 0
-29 -36 -45 0
-29 -36 -46 0
-29 -36 -47 0
-29 -36 -48 0
-29 -36 -49 0
-29 -36 -50 0
-29 -36 -51 0
-29 -36 -52 0
-29 -36 -53 0
-29 -36 -54 0
-29 -36 -55 0
-29 -36 -56 0
-29 -36 -57 0
-29 -36 -58 0
-29 -36 -59 0
-29 -36 -60 0
-29 -36 -61 0
-29 -36 -62 0
-29 -36 -63 0
-29 -36 -64 0
-29 -36 -65 0
-29 -36 -66 0
-29 -36 -67 0
-29 -36 -68 0
-29 -36 -69 0
-29 -36 -70 0
-29 -36 -71 0
-29 -36 -72 0
-29 -36 -73 0
-29 -36 -74 0
-29 -36 -75 0
-29 -36 -76 0
-29 -36 -77 0
-29 -36 -78 0
-29 -36 -79 0
-29 -36 -80 0
-29 -36 -81 0
-29 -36 -82 0
-29 -36 -83 0
-29 -36 -84 0
-29 -36 -85 0
-29 -36 -86 0
-29 -36 -87 0
-29 -36 -88 0
-29 -36 -89 0
-29 -36 -90 0
-29 -36 -91 0
-29 -36 -92 0
-29 -36 -93 0
-29 -36 -94 0
-29 -36 -95 0
-29 -36 -96 0
-29 -36 -97 0
-29 -36 -98 0
-29 -36 -99 0
-29 -36 -100 0
-29 -36 -101 0
-29 -36 -102 0
-29 -36 -103 0
-29 -36 -104 0
-29 -36 -105 0
-29 -36 -106 0
-29 -36 -107 0
-29 -36 -108 0
-29 -36 -109 0
-29 -36 -110 0
-29 -36 -111 0
-29 -36 -112 0
-29 -36 -113 0
-29 -36 -114 0
-29 -36 -115 0
-29 -36 -116 0
-29 -36 -117 0
-29 -36 -118 0
-29 -36 -119 0
-29 -36 -120 0
-29 -37 -38 0
-29 -37 -39 0
-29 -37 -40 0
-29 -37 -41 0
-29 -37 -42 0
-29 -37 -43 0
-29 -37 -44 0
-29 -37 -45 0
-29 -37 -46 0
-29 -37 -47 0
-29 -37 -48 0
-29 -37 -49 0
-29 -37 -50 0
-29 -37 -51 0
-29 -37 -52 0
-29 -37 -53 0
-29 -37 -54 0
-29 -37 -55 0
-29 -37 -56 0
-29 -37 -57 0
-29 -37 -58 0
-29 -37 -59 0
-29 -37 -60 0
-29 -37 -61 0
-29 -37 -62 0
-29 -37 -63 0
-29 -37 -64 0
-29 -37 -65 0
-29 -37 -66 0
-29 -37 -67 0
-29 -37 -68 0
-29 -37 -69 0
-29 -37 -70 0
-29 -37 -71 0
-29 -37 -72 0
-29 -37 -73 0
-29 -37 -74 0
-29 -37 -75 0
-29 -37 -76 0
-29 -37 -77 0
-29 -37 -78 0
-29 -37 -79 0
-29 -37 -80 0
-29 -37 -81 0
-29 -37 -82 0
-29 -37 -83 0
-29 -37 -84 0
-29 -37 -85 0
-29 -37 -86 0
-29 -37 -87 0
-29 -37 -88 0
-29 -37 -89 0
-29 -37 -90 0
-29 -37 -91 0
-29 -37 -92 0
-29 -37 -93 0
-29 -37 -94 0
-29 -37 -95 0
-29 -37 -96 0
-29 -37 -97 0
-29 -37 -98 0
-29 -37 -99 0
-29 -37 -100 0
-29 -37 -101 0
-29 -37 -102 0
-29 -37 -103 0
-29 -37 -104 0
-29 -37 -105 0
-29 -37 -106 0
-29 -37 -107 0
-29 -37 -108 0
-29 -37 -109 0
-29 -37 -110 0
-29 -37 -111 0
-29 -37 -112 0
-29 -37 -113 0
-29 -37 -114 0
-29 -37 -115 0
-29 -37 -116 0
-29 -37 -117 0
-29 -37 -118 0
-29 -37 -119 0
-29 -37 -120 0
-29 -38 -39 0
-29 -38 -40 0
-29 -38 -41 0
-29 -38 -42 0
-29 -38 -43 0
-29 -38 -44 0
-29 -38 -45 0
-29 -38 -46 0
-29 -38 -47 0
-29 -38 -48 0
-29 -38 -49 0
-29 -38 -50 0
-29 -38 -51 0
-29 -38 -52 0
-29 -38 -53 0
-29 -38 -54 0
-29 -38 -55 0
-29 -38 -56 0
-29 -38 -57 0
-29 -38 -58 0
-29 -38 -59 0
-29 -38 -60 0
-29 -38 -61 0
-29 -38 -62 0
-29 -38 -63 0
-29 -38 -64 0
-29 -38 -65 0
-29 -38 -66 0
-29 -38 -67 0
-29 -38 -68 0
-29 -38 -69 0
-29 -38 -70 0
-29 -38 -71 0
-29 -38 -72 0
-29 -38 -73 0
-29 -38 -74 0
-29 -38 -75 0
-29 -38 -76 0
-29 -38 -77 0
-29 -38 -78 0
-29 -38 -79 0
-29 -38 -80 0
-29 -38 -81 0
-29 -38 -82 0
-29 -38 -83 0
-29 -38 -84 0
-29 -38 -85 0
-29 -38 -86 0
-29 -38 -87 0
-29 -38 -88 0
-29 -38 -89 0
-29 -38 -90 0
-29 -38 -91 0
-29 -38 -92 0
-29 -38 -93 0
-29 -38 -94 0
-29 -38 -95 0
-29 -38 -96 0
-29 -38 -97 0
-29 -38 -98 0
-29 -38 -99 0
-29 -38 -100 0
-29 -38 -101 0
-29 -38 -102 0
-29 -38 -103 0
-29 -38 -104 0
-29 -38 -105 0
-29 -38 -106 0
-29 -38 -107 0
-29 -38 -108 0
-29 -38 -109 0
-29 -38 -110 0
-29 -38 -111 0
-29 -38 -112 0
-29 -38 -113 0
-29 -38 -114 0
-29 -38 -115 0
-29 -38 -116 0
-29 -38 -117 0
-29 -38 -118 0
-29 -38 -119 0
-29 -38 -120 0
-29 -39 -40 0
-29 -39 -41 0
-29 -39 -42 0
-29 -39 -43 0
-29 -39 -44 0
-29 -39 -45 0
-29 -39 -46 0
-29 -39 -47 0
-29 -39 -48 0
-29 -39 -49 0
-29 -39 -50 0
-29 -39 -51 0
-29 -39 -52 0
-29 -39 -53 0
-29 -39 -54 0
-29 -39 -55 0
-29 -39 -56 0
-29 -39 -57 0
-29 -39 -58 0
-29 -39 -59 0
-29 -39 -60 0
-29 -39 -61 0
-29 -39 -62 0
-29 -39 -63 0
-29 -39 -64 0
-29 -39 -65 0
-29 -39 -66 0
-29 -39 -67 0
-29 -39 -68 0
-29 -39 -69 0
-29 -39 -70 0
-29 -39 -71 0
-29 -39 -72 0
-29 -39 -73 0
-29 -39 -74 0
-29 -39 -75 0
-29 -39 -76 0
-29 -39 -77 0
-29 -39 -78 0
-29 -39 -79 0
-29 -39 -80 0
-29 -39 -81 0
-29 -39 -82 0
-29 -39 -83 0
-29 -39 -84 0
-29 -39 -85 0
-29 -39 -86 0
-29 -39 -87 0
-29 -39 -88 0
-29 -39 -89 0
-29 -39 -90 0
-29 -39 -91 0
-29 -39 -92 0
-29 -39 -93 0
-29 -39 -94 0
-29 -39 -95 0
-29 -39 -96 0
-29 -39 -97 0
-29 -39 -98 0
-29 -39 -99 0
-29 -39 -100 0
-29 -39 -101 0
-29 -39 -102 0
-29 -39 -103 0
-29 -39 -104 0
-29 -39 -105 0
-29 -39 -106 0
-29 -39 -107 0
-29 -39 -108 0
-29 -39 -109 0
-29 -39 -110 0
-29 -39 -111 0
-29 -39 -112 0
-29 -39 -113 0
-29 -39 -114 0
-29 -39 -115 0
-29 -39 -116 0
-29 -39 -117 0
-29 -39 -118 0
-29 -39 -119 0
-29 -39 -120 0
-29 -40 -41 0
-29 -40 -42 0
-29 -40 -43 0
-29 -40 -44 0
-29 -40 -45 0
-29 -40 -46 0
-29 -40 -47 0
-29 -40 -48 0
-29 -40 -49 0
-29 -40 -50 0
-29 -40 -51 0
-29 -40 -52 0
-29 -40 -53 0
-29 -40 -54 0
-29 -40 -55 0
-29 -40 -56 0
-29 -40 -57 0
-29 -40 -58 0
-29 -40 -59 0
-29 -40 -60 0
-29 -40 -61 0
-29 -40 -62 0
-29 -40 -63 0
-29 -40 -64 0
-29 -40 -65 0
-29 -40 -66 0
-29 -40 -67 0
-29 -40 -68 0
-29 -40 -69 0
-29 -40 -70 0
-29 -40 -71 0
-29 -40 -72 0
-29 -40 -73 0
-29 -40 -74 0
-29 -40 -75 0
-29 -40 -76 0
-29 -40 -77 0
-29 -40 -78 0
-29 -40 -79 0
-29 -40 -80 0
-29 -40 -81 0
-29 -40 -82 0
-29 -40 -83 0
-29 -40 -84 0
-29 -40 -85 0
-29 -40 -86 0
-29 -40 -87 0
-29 -40 -88 0
-29 -40 -89 0
-29 -40 -90 0
-29 -40 -91 0
-29 -40 -92 0
-29 -40 -93 0
-29 -40 -94 0
-29 -40 -95 0
-29 -40 -96 0
-29 -40 -97 0
-29 -40 -98 0
-29 -40 -99 0
-29 -40 -100 0
-29 -40 -101 0
-29 -40 -102 0
-29 -40 -103 0
-29 -40 -104 0
-29 -40 -105 0
-29 -40 -106 0
-29 -40 -107 0
-29 -40 -108 0
-29 -40 -109 0
-29 -40 -110 0
-29 -40 -111 0
-29 -40 -112 0
-29 -40 -113 0
-29 -40 -114 0
-29 -40 -115 0
-29 -40 -116 0
-29 -40 -117 0
-29 -40 -118 0
-29 -40 -119 0
-29 -40 -120 0
-29 -41 -42 0
-29 -41 -43 0
-29 -41 -44 0
-29 -41 -45 0
-29 -41 -46 0
-29 -41 -47 0
-29 -41 -48 0
-29 -41 -49 0
-29 -41 -50 0
-29 -41 -51 0
-29 -41 -52 0
-29 -41 -53 0
-29 -41 -54 0
-29 -41 -55 0
-29 -41 -56 0
-29 -41 -57 0
-29 -41 -58 0
-29 -41 -59 0
-29 -41 -60 0
-29 -41 -61 0
-29 -41 -62 0
-29 -41 -63 0
-29 -41 -64 0
-29 -41 -65 0
-29 -41 -66 0
-29 -41 -67 0
-29 -41 -68 0
-29 -41 -69 0
-29 -41 -70 0
-29 -41 -71 0
-29 -41 -72 0
-29 -41 -73 0
-29 -41 -74 0
-29 -41 -75 0
-29 -41 -76 0
-29 -41 -77 0
-29 -41 -78 0
-29 -41 -79 0
-29 -41 -80 0
-29 -41 -81 0
-29 -41 -82 0
-29 -41 -83 0
-29 -41 -84 0
-29 -41 -85 0
-29 -41 -86 0
-29 -41 -87 0
-29 -41 -88 0
-29 -41 -89 0
-29 -41 -90 0
-29 -41 -91 0
-29 -41 -92 0
-29 -41 -93 0
-29 -41 -94 0
-29 -41 -95 0
-29 -41 -96 0
-29 -41 -97 0
-29 -41 -98 0
-29 -41 -99 0
-29 -41 -100 0
-29 -41 -101 0
-29 -41 -102 0
-29 -41 -103 0
-29 -41 -104 0
-29 -41 -105 0
-29 -41 -106 0
-29 -41 -107 0
-29 -41 -108 0
-29 -41 -109 0
-29 -41 -110 0
-29 -41 -111 0
-29 -41 -112 0
-29 -41 -113 0
-29 -41 -114 0
-29 -41 -115 0
-29 -41 -116 0
-29 -41 -117 0
-29 -41 -118 0
-29 -41 -119 0
-29 -41 -120 0
-29 -42 -43 0
-29 -42 -44 0
-29 -42 -45 0
-29 -42 -46 0
-29 -42 -47 0
-29 -42 -48 0
-29 -42 -49 0
-29 -42 -50 0
-29 -42 -51 0
-29 -42 -52 0
-29 -42 -53 0
-29 -42 -54 0
-29 -42 -55 0
-29 -42 -56 0
-29 -42 -57 0
-29 -42 -58 0
-29 -42 -59 0
-29 -42 -60 0
-29 -42 -61 0
-29 -42 -62 0
-29 -42 -63 0
-29 -42 -64 0
-29 -42 -65 0
-29 -42 -66 0
-29 -42 -67 0
-29 -42 -68 0
-29 -42 -69 0
-29 -42 -70 0
-29 -42 -71 0
-29 -42 -72 0
-29 -42 -73 0
-29 -42 -74 0
-29 -42 -75 0
-29 -42 -76 0
-29 -42 -77 0
-29 -42 -78 0
-29 -42 -79 0
-29 -42 -80 0
-29 -42 -81 0
-29 -42 -82 0
-29 -42 -83 0
-29 -42 -84 0
-29 -42 -85 0
-29 -42 -86 0
-29 -42 -87 0
-29 -42 -88 0
-29 -42 -89 0
-29 -42 -90 0
-29 -42 -91 0
-29 -42 -92 0
-29 -42 -93 0
-29 -42 -94 0
-29 -42 -95 0
-29 -42 -96 0
-29 -42 -97 0
-29 -42 -98 0
-29 -42 -99 0
-29 -42 -100 0
-29 -42 -101 0
-29 -42 -102 0
-29 -42 -103 0
-29 -42 -104 0
-29 -42 -105 0
-29 -42 -106 0
-29 -42 -107 0
-29 -42 -108 0
-29 -42 -109 0
-29 -42 -110 0
-29 -42 -111 0
-29 -42 -112 0
-29 -42 -113 0
-29 -42 -114 0
-29 -42 -115 0
-29 -42 -116 0
-29 -42 -117 0
-29 -42 -118 0
-29 -42 -119 0
-29 -42 -120 0
-29 -43 -44 0
-29 -43 -45 0
-29 -43 -46 0
-29 -43 -47 0
-29 -43 -48 0
-29 -43 -49 0
-29 -43 -50 0
-29 -43 -51 0
-29 -43 -52 0
-29 -43 -53 0
-29 -43 -54 0
-29 -43 -55 0
-29 -43 -56 0
-29 -43 -57 0
-29 -43 -58 0
-29 -43 -59 0
-29 -43 -60 0
-29 -43 -61 0
-29 -43 -62 0
-29 -43 -63 0
-29 -43 -64 0
-29 -43 -65 0
-29 -43 -66 0
-29 -43 -67 0
-29 -43 -68 0
-29 -43 -69 0
-29 -43 -70 0
-29 -43 -71 0
-29 -43 -72 0
-29 -43 -73 0
